date,ticker,price,decision,rsi,sentiment,reason
2026-02-02,BNB-USDT,773.94,hold,30,undefined,"W-3"
2026-02-02,BTC-USDT,78738.61,sell,29,undefined,"NEG65"
2026-02-02,DOGE-USDT,0.11,sell,33,undefined,"NEG65"
2026-02-02,DOT-USDT,1.54,sell,30,undefined,"NEG65"
2026-02-02,ETH-USDT,2347.02,sell,28,undefined,"NEG65"
2026-02-02,LTC-USDT,60.02,sell,28,undefined,"NEG65"
2026-02-02,SOL-USDT,104.55,sell,31,undefined,"NEG65"
2026-02-02,XRP-USDT,1.62,sell,29,undefined,"NEG65"
2026-02-03,ADA-USDT,0.29,buy,32,undefined,"P80R40"
2026-02-03,BNB-USDT,754.78,buy,27,undefined,"P80R40"
2026-02-03,BTC-USDT,75770.21,buy,26,undefined,"P80R40"
2026-02-03,DOGE-USDT,0.11,buy,31,undefined,"P80R40"
2026-02-03,DOT-USDT,1.50,buy,28,undefined,"P80R40"
2026-02-03,ETH-USDT,2233.72,buy,25,undefined,"P80R40"
2026-02-03,LTC-USDT,59.48,buy,27,undefined,"P80R40"
2026-02-03,SOL-USDT,97.89,buy,27,undefined,"P80R40"
2026-02-03,XRP-USDT,1.58,buy,28,undefined,"P80R40"
2026-02-04,ADA-USDT,0.29,sell,31,undefined,"NEG65"
2026-02-04,BNB-USDT,697.27,sell,22,undefined,"SL5"
2026-02-04,BTC-USDT,73165.83,sell,23,undefined,"NEG65"
2026-02-04,DOGE-USDT,0.10,sell,30,undefined,"NEG65"
2026-02-04,DOT-USDT,1.46,sell,27,undefined,"NEG65"
2026-02-04,ETH-USDT,2148.26,sell,24,undefined,"NEG65"
2026-02-04,LTC-USDT,58.89,sell,27,undefined,"NEG65"
2026-02-04,SOL-USDT,92.12,sell,25,undefined,"SL5"
2026-02-04,XRP-USDT,1.51,sell,25,undefined,"NEG65"
2026-02-05,ADA-USDT,0.25,buy,24,undefined,"P80R40"
2026-02-05,BNB-USDT,608.30,buy,16,undefined,"P80R40"
2026-02-05,BTC-USDT,62909.86,buy,16,undefined,"P80R40"
2026-02-05,DOGE-USDT,0.09,buy,22,undefined,"P80R40"
2026-02-05,DOT-USDT,1.25,buy,21,undefined,"P80R40"
2026-02-05,ETH-USDT,1826.83,buy,19,undefined,"P80R40"
2026-02-05,LTC-USDT,50.79,buy,19,undefined,"P80R40"
2026-02-05,SOL-USDT,78.35,buy,20,undefined,"P80R40"
2026-02-05,XRP-USDT,1.21,buy,17,undefined,"P80R40"
2026-02-06,ADA-USDT,0.28,sell,35,undefined,"NEG65"
2026-02-06,BNB-USDT,657.21,sell,27,undefined,"NEG65"
2026-02-06,BTC-USDT,70580.26,sell,33,undefined,"NEG65"
2026-02-06,DOGE-USDT,0.10,sell,34,undefined,"NEG65"
2026-02-06,DOT-USDT,1.37,sell,30,undefined,"NEG65"
2026-02-06,ETH-USDT,2063.38,sell,30,undefined,"NEG65"
2026-02-06,LTC-USDT,55.02,sell,30,undefined,"NEG65"
2026-02-06,SOL-USDT,87.46,sell,30,undefined,"NEG65"
2026-02-06,XRP-USDT,1.47,sell,36,undefined,"TP15"
2026-02-07,ADA-USDT,0.27,hold,35,undefined,"W-3"
2026-02-07,BNB-USDT,647.00,hold,26,undefined,"W-3"
2026-02-07,BTC-USDT,69289.38,hold,31,undefined,"W-3"
2026-02-07,DOGE-USDT,0.10,hold,34,undefined,"W-3"
2026-02-07,DOT-USDT,1.37,hold,30,undefined,"W-3"
2026-02-07,ETH-USDT,2087.08,hold,31,undefined,"W-3"
2026-02-07,LTC-USDT,55.19,hold,31,undefined,"W-3"
2026-02-07,SOL-USDT,87.59,hold,30,undefined,"W-3"
2026-02-07,XRP-USDT,1.42,hold,34,undefined,"W-3"
2026-02-08,ADA-USDT,0.27,hold,34,undefined,"W-3"
2026-02-08,BNB-USDT,639.93,hold,26,undefined,"W-3"
2026-02-08,BTC-USDT,70330.38,hold,33,undefined,"W-3"
2026-02-08,DOGE-USDT,0.10,hold,33,undefined,"W-3"
2026-02-08,DOT-USDT,1.34,hold,29,undefined,"W-3"
2026-02-08,ETH-USDT,2089.74,hold,31,undefined,"W-3"
2026-02-08,LTC-USDT,54.53,hold,30,undefined,"W-3"
2026-02-08,SOL-USDT,86.99,hold,30,undefined,"W-3"
2026-02-08,XRP-USDT,1.43,hold,35,undefined,"W-3"
2026-02-09,ADA-USDT,0.27,hold,34,undefined,"W-2"
2026-02-09,BNB-USDT,636.39,hold,26,undefined,"W-2"
2026-02-09,BTC-USDT,70138.00,hold,33,undefined,"W-2"
2026-02-09,DOGE-USDT,0.10,hold,33,undefined,"W-2"
2026-02-09,DOT-USDT,1.32,hold,29,undefined,"W-2"
2026-02-09,ETH-USDT,2105.02,hold,32,undefined,"W-2"
2026-02-09,LTC-USDT,54.45,hold,30,undefined,"W-2"
2026-02-09,SOL-USDT,86.77,hold,29,undefined,"W-2"
2026-02-09,XRP-USDT,1.44,hold,35,undefined,"W-2"
2026-02-10,ADA-USDT,0.26,buy,33,undefined,"P80R40"
2026-02-10,BNB-USDT,619.85,buy,24,undefined,"P80R40"
2026-02-10,BTC-USDT,68841.29,buy,32,undefined,"P80R40"
2026-02-10,DOGE-USDT,0.09,buy,31,undefined,"P80R40"
2026-02-10,DOT-USDT,1.28,buy,28,undefined,"P80R40"
2026-02-10,ETH-USDT,2022.67,buy,30,undefined,"P80R40"
2026-02-10,LTC-USDT,53.38,buy,28,undefined,"P80R40"
2026-02-10,SOL-USDT,82.99,buy,28,undefined,"P80R40"
2026-02-10,XRP-USDT,1.40,buy,34,undefined,"P80R40"
2026-02-11,ADA-USDT,0.26,sell,31,undefined,"NEG65"
2026-02-11,BNB-USDT,608.11,sell,23,undefined,"NEG65"
2026-02-11,BTC-USDT,67082.52,sell,30,undefined,"NEG65"
2026-02-11,DOGE-USDT,0.09,sell,30,undefined,"NEG65"
2026-02-11,DOT-USDT,1.26,sell,27,undefined,"NEG65"
2026-02-11,ETH-USDT,1941.18,sell,28,undefined,"NEG65"
2026-02-11,LTC-USDT,52.32,sell,27,undefined,"NEG65"
2026-02-11,SOL-USDT,79.30,sell,26,undefined,"NEG65"
2026-02-11,XRP-USDT,1.37,sell,33,undefined,"NEG65"
2026-02-12,ADA-USDT,0.26,hold,35,undefined,"W-8"
2026-02-12,BNB-USDT,614.29,hold,25,undefined,"W-3"
2026-02-12,BTC-USDT,66272.17,hold,29,undefined,"W-3"
2026-02-12,DOGE-USDT,0.09,hold,32,undefined,"W-3"
2026-02-12,DOT-USDT,1.28,hold,29,undefined,"W-3"
2026-02-12,ETH-USDT,1947.85,hold,29,undefined,"W-3"
2026-02-12,LTC-USDT,53.15,hold,30,undefined,"W-3"
2026-02-12,SOL-USDT,78.40,hold,25,undefined,"W-3"
2026-02-12,XRP-USDT,1.36,hold,32,undefined,"W-3"
2026-02-13,ADA-USDT,0.26,buy,35,undefined,"P80R40"
2026-02-13,BNB-USDT,599.20,buy,24,undefined,"P80R40"
2026-02-13,BTC-USDT,67125.72,buy,31,undefined,"P80R40"
2026-02-13,DOGE-USDT,0.09,buy,33,undefined,"P80R40"
2026-02-13,DOT-USDT,1.28,buy,29,undefined,"P80R40"
2026-02-13,ETH-USDT,1962.32,buy,30,undefined,"P80R40"
2026-02-13,LTC-USDT,53.43,buy,31,undefined,"P80R40"
2026-02-13,SOL-USDT,80.09,buy,28,undefined,"P80R40"
2026-02-13,XRP-USDT,1.36,buy,32,undefined,"P80R40"
